Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000283.1	Chromosome		NW_024602227.1	unplaced-scaffold	353		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000284.1	Chromosome		NW_024606986.1	unplaced-scaffold	14943		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000285.1	Chromosome		NW_024602248.1	unplaced-scaffold	436		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000288.1	Chromosome		NW_024602735.1	unplaced-scaffold	769		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000290.1	Chromosome		NW_024604924.1	unplaced-scaffold	3974		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000291.1	Chromosome		NW_024607668.1	unplaced-scaffold	33391		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000293.1	Chromosome		NW_024602680.1	unplaced-scaffold	726		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000294.1	Chromosome		NW_024606278.1	unplaced-scaffold	7566		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000295.1	Chromosome		NW_024609344.1	unplaced-scaffold	145298		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000296.1	Chromosome		NW_024603045.1	unplaced-scaffold	1068		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000297.1	Chromosome		NW_024603199.1	unplaced-scaffold	1228		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000298.1	Chromosome		NW_024604854.1	unplaced-scaffold	3886		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000299.1	Chromosome		NW_024609343.1	unplaced-scaffold	145105		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000300.1	Chromosome		NW_024606360.1	unplaced-scaffold	8050		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000301.1	Chromosome		NW_024603030.1	unplaced-scaffold	1057		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000302.1	Chromosome		NW_024606573.1	unplaced-scaffold	9547		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000304.1	Chromosome		NW_024606151.1	unplaced-scaffold	6892		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000305.1	Chromosome		NW_024608849.1	unplaced-scaffold	84877		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000306.1	Chromosome		NW_024608086.1	unplaced-scaffold	48170		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000307.1	Chromosome		NW_024606702.1	unplaced-scaffold	10994		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000309.1	Chromosome		NW_024605758.1	unplaced-scaffold	5452		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000310.1	Chromosome		NW_024608083.1	unplaced-scaffold	48074		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000311.1	Chromosome		NW_024608681.1	unplaced-scaffold	74103		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000312.1	Chromosome		NW_024603866.1	unplaced-scaffold	2251		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000313.1	Chromosome		NW_024603562.1	unplaced-scaffold	1713		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000314.1	Chromosome		NW_024609608.1	unplaced-scaffold	252665		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000315.1	Chromosome		NW_024604890.1	unplaced-scaffold	3931		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000316.1	Chromosome		NW_024602427.1	unplaced-scaffold	567		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000317.1	Chromosome		NW_024607239.1	unplaced-scaffold	21106		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000318.1	Chromosome		NW_024607470.1	unplaced-scaffold	27138		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000319.1	Chromosome		NW_024603120.1	unplaced-scaffold	1146		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000320.1	Chromosome		NW_024609081.1	unplaced-scaffold	106128		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000321.1	Chromosome		NW_024607279.1	unplaced-scaffold	21869		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000322.1	Chromosome		NW_024608859.1	unplaced-scaffold	85608		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000323.1	Chromosome		NW_024604187.1	unplaced-scaffold	2788		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000324.1	Chromosome		NW_024604460.1	unplaced-scaffold	3322		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000326.1	Chromosome		NW_024605868.1	unplaced-scaffold	5827		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000327.1	Chromosome		NW_024606102.1	unplaced-scaffold	6682		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000328.1	Chromosome		NW_024607526.1	unplaced-scaffold	28870		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000329.1	Chromosome		NW_024606706.1	unplaced-scaffold	11035		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000332.1	Chromosome		NW_024605718.1	unplaced-scaffold	5343		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000333.1	Chromosome		NW_024604780.1	unplaced-scaffold	3779		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000334.1	Chromosome		NW_024605717.1	unplaced-scaffold	5339		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000335.1	Chromosome		NW_024607728.1	unplaced-scaffold	35357		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000336.1	Chromosome		NW_024604846.1	unplaced-scaffold	3877		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000337.1	Chromosome		NW_024605385.1	unplaced-scaffold	4570		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000338.1	Chromosome		NW_024608592.1	unplaced-scaffold	69111		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000339.1	Chromosome		NW_024609188.1	unplaced-scaffold	119324		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000340.1	Chromosome		NW_024608345.1	unplaced-scaffold	58554		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000341.1	Chromosome		NW_024605092.1	unplaced-scaffold	4154		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000342.1	Chromosome		NW_024608645.1	unplaced-scaffold	72141		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000343.1	Chromosome		NW_024604616.1	unplaced-scaffold	3559		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000344.1	Chromosome		NW_024609422.1	unplaced-scaffold	166941		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000346.1	Chromosome		NW_024609389.1	unplaced-scaffold	158675		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000347.1	Chromosome		NW_024603972.1	unplaced-scaffold	2442		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000348.1	Chromosome		NW_024605360.1	unplaced-scaffold	4534		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000349.1	Chromosome		NW_024609599.1	unplaced-scaffold	246751		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000350.1	Chromosome		NW_024607314.1	unplaced-scaffold	22927		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000351.1	Chromosome		NW_024609783.1	unplaced-scaffold	503575		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000353.1	Chromosome		NW_024605369.1	unplaced-scaffold	4546		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000356.1	Chromosome		NW_024604941.1	unplaced-scaffold	3987		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000357.1	Chromosome		NW_024606309.1	unplaced-scaffold	7739		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000359.1	Chromosome		NW_024609513.1	unplaced-scaffold	198790		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000361.1	Chromosome		NW_024608252.1	unplaced-scaffold	55098		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000362.1	Chromosome		NW_024606806.1	unplaced-scaffold	12272		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000363.1	Chromosome		NW_024608872.1	unplaced-scaffold	87572		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000364.1	Chromosome		NW_024603783.1	unplaced-scaffold	2085		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000365.1	Chromosome		NW_024608178.1	unplaced-scaffold	52173		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000366.1	Chromosome		NW_024605273.1	unplaced-scaffold	4386		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000367.1	Chromosome		NW_024604657.1	unplaced-scaffold	3624		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000369.1	Chromosome		NW_024606439.1	unplaced-scaffold	8523		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000370.1	Chromosome		NW_024606794.1	unplaced-scaffold	12114		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000371.1	Chromosome		NW_024606275.1	unplaced-scaffold	7560		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000372.1	Chromosome		NW_024607218.1	unplaced-scaffold	20466		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000373.1	Chromosome		NW_024609043.1	unplaced-scaffold	101405		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000374.1	Chromosome		NW_024609296.1	unplaced-scaffold	134317		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000376.1	Chromosome		NW_024607214.1	unplaced-scaffold	20424		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000377.1	Chromosome		NW_024607687.1	unplaced-scaffold	33941		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000378.1	Chromosome		NW_024605679.1	unplaced-scaffold	5223		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000379.1	Chromosome		NW_024605931.1	unplaced-scaffold	6065		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000380.1	Chromosome		NW_024606441.1	unplaced-scaffold	8548		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000381.1	Chromosome		NW_024608615.1	unplaced-scaffold	70071		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000382.1	Chromosome		NW_024606773.1	unplaced-scaffold	11844		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000383.1	Chromosome		NW_024607681.1	unplaced-scaffold	33639		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000384.1	Chromosome		NW_024609361.1	unplaced-scaffold	148059		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000392.1	Chromosome		NW_024607747.1	unplaced-scaffold	35779		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000393.1	Chromosome		NW_024609591.1	unplaced-scaffold	241626		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000394.1	Chromosome		NW_024605182.1	unplaced-scaffold	4266		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000395.1	Chromosome		NW_024606076.1	unplaced-scaffold	6578		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000396.1	Chromosome		NW_024602815.1	unplaced-scaffold	831		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000397.1	Chromosome		NW_024604883.1	unplaced-scaffold	3926		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000398.1	Chromosome		NW_024603431.1	unplaced-scaffold	1527		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000399.1	Chromosome		NW_024602697.1	unplaced-scaffold	737		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000400.1	Chromosome		NW_024603161.1	unplaced-scaffold	1190		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000401.1	Chromosome		NW_024606551.1	unplaced-scaffold	9390		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000402.1	Chromosome		NW_024605403.1	unplaced-scaffold	4615		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000403.1	Chromosome		NW_024607359.1	unplaced-scaffold	24086		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000404.1	Chromosome		NW_024607843.1	unplaced-scaffold	39403		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000405.1	Chromosome		NW_024605843.1	unplaced-scaffold	5737		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000407.1	Chromosome		NW_024606767.1	unplaced-scaffold	11787		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000408.1	Chromosome		NW_024608504.1	unplaced-scaffold	65038		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000409.1	Chromosome		NW_024605027.1	unplaced-scaffold	4079		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000410.1	Chromosome		NW_024607281.1	unplaced-scaffold	21975		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000412.1	Chromosome		NW_024605028.1	unplaced-scaffold	4079		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000413.1	Chromosome		NW_024606651.1	unplaced-scaffold	10259		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000414.1	Chromosome		NW_024605000.1	unplaced-scaffold	4052		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000416.1	Chromosome		NW_024607657.1	unplaced-scaffold	32935		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000417.1	Chromosome		NW_024605714.1	unplaced-scaffold	5332		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000418.1	Chromosome		NW_024603715.1	unplaced-scaffold	1968		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000419.1	Chromosome		NW_024606440.1	unplaced-scaffold	8541		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000420.1	Chromosome		NW_024602967.1	unplaced-scaffold	971		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000421.1	Chromosome		NW_024602369.1	unplaced-scaffold	537		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000422.1	Chromosome		NW_024604357.1	unplaced-scaffold	3130		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000423.1	Chromosome		NW_024607962.1	unplaced-scaffold	43280		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000429.1	Chromosome		NW_024603219.1	unplaced-scaffold	1243		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000430.1	Chromosome		NW_024604113.1	unplaced-scaffold	2683		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000431.1	Chromosome		NW_024603418.1	unplaced-scaffold	1515		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000432.1	Chromosome		NW_024605434.1	unplaced-scaffold	4675		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000433.1	Chromosome		NW_024608194.1	unplaced-scaffold	52755		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000434.1	Chromosome		NW_024606674.1	unplaced-scaffold	10565		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000436.1	Chromosome		NW_024604001.1	unplaced-scaffold	2499		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000437.1	Chromosome		NW_024607521.1	unplaced-scaffold	28756		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000439.1	Chromosome		NW_024607249.1	unplaced-scaffold	21371		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000440.1	Chromosome		NW_024602727.1	unplaced-scaffold	760		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000441.1	Chromosome		NW_024604374.1	unplaced-scaffold	3155		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000442.1	Chromosome		NW_024606683.1	unplaced-scaffold	10651		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000443.1	Chromosome		NW_024607064.1	unplaced-scaffold	16800		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000444.1	Chromosome		NW_024607701.1	unplaced-scaffold	34278		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000445.1	Chromosome		NW_024604918.1	unplaced-scaffold	3971		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000447.1	Chromosome		NW_024602312.1	unplaced-scaffold	512		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000448.1	Chromosome		NW_024608014.1	unplaced-scaffold	45033		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000449.1	Chromosome		NW_024607970.1	unplaced-scaffold	43539		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000451.1	Chromosome		NW_024609776.1	unplaced-scaffold	464692		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000459.1	Chromosome		NW_024609778.1	unplaced-scaffold	470741		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000467.1	Chromosome		NW_024609515.1	unplaced-scaffold	200073		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000468.1	Chromosome		NW_024609359.1	unplaced-scaffold	147623		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000471.1	Chromosome		NW_024609553.1	unplaced-scaffold	217019		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000474.1	Chromosome		NW_024609436.1	unplaced-scaffold	173034		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000477.1	Chromosome		NW_024608359.1	unplaced-scaffold	59189		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000479.1	Chromosome		NW_024609814.1	unplaced-scaffold	762520		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000482.1	Chromosome		NW_024604976.1	unplaced-scaffold	4026		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000483.1	Chromosome		NW_024605196.1	unplaced-scaffold	4277		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000484.1	Chromosome		NW_024607950.1	unplaced-scaffold	42903		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000485.1	Chromosome		NW_024608811.1	unplaced-scaffold	82486		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000486.1	Chromosome		NW_024606533.1	unplaced-scaffold	9230		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000487.1	Chromosome		NW_024609610.1	unplaced-scaffold	253504		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000488.1	Chromosome		NW_024606655.1	unplaced-scaffold	10293		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000490.1	Chromosome		NW_024609184.1	unplaced-scaffold	118624		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000491.1	Chromosome		NW_024607317.1	unplaced-scaffold	22991		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000492.1	Chromosome		NW_024609362.1	unplaced-scaffold	148183		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000493.1	Chromosome		NW_024606938.1	unplaced-scaffold	14211		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000494.1	Chromosome		NW_024605988.1	unplaced-scaffold	6285		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000495.1	Chromosome		NW_024605441.1	unplaced-scaffold	4683		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000496.1	Chromosome		NW_024609780.1	unplaced-scaffold	473211		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000497.1	Chromosome		NW_024604640.1	unplaced-scaffold	3589		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000498.1	Chromosome		NW_024606614.1	unplaced-scaffold	9939		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000499.1	Chromosome		NW_024605026.1	unplaced-scaffold	4078		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000500.1	Chromosome		NW_024604083.1	unplaced-scaffold	2635		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000501.1	Chromosome		NW_024609493.1	unplaced-scaffold	192006		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000502.1	Chromosome		NW_024606807.1	unplaced-scaffold	12290		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000503.1	Chromosome		NW_024604588.1	unplaced-scaffold	3524		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000504.1	Chromosome		NW_024607198.1	unplaced-scaffold	20126		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000506.1	Chromosome		NW_024607669.1	unplaced-scaffold	33462		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000507.1	Chromosome		NW_024604908.1	unplaced-scaffold	3957		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000508.1	Chromosome		NW_024609279.1	unplaced-scaffold	131966		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000509.1	Chromosome		NW_024602996.1	unplaced-scaffold	1010		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000510.1	Chromosome		NW_024605355.1	unplaced-scaffold	4529		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000511.1	Chromosome		NW_024603721.1	unplaced-scaffold	1981		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000512.1	Chromosome		NW_024609452.1	unplaced-scaffold	179039		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000513.1	Chromosome		NW_024608846.1	unplaced-scaffold	84765		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000515.1	Chromosome		NW_024606997.1	unplaced-scaffold	15204		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000516.1	Chromosome		NW_024604648.1	unplaced-scaffold	3608		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000517.1	Chromosome		NW_024607742.1	unplaced-scaffold	35733		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000518.1	Chromosome		NW_024604183.1	unplaced-scaffold	2784		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000519.1	Chromosome		NW_024606135.1	unplaced-scaffold	6815		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000520.1	Chromosome		NW_024605584.1	unplaced-scaffold	4990		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000521.1	Chromosome		NW_024608542.1	unplaced-scaffold	66824		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000522.1	Chromosome		NW_024609338.1	unplaced-scaffold	143391		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000523.1	Chromosome		NW_024602497.1	unplaced-scaffold	602		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000524.1	Chromosome		NW_024609820.1	unplaced-scaffold	926959		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000525.1	Chromosome		NW_024602466.1	unplaced-scaffold	586		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000526.1	Chromosome		NW_024608405.1	unplaced-scaffold	61300		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000527.1	Chromosome		NW_024605683.1	unplaced-scaffold	5236		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000528.1	Chromosome		NW_024607561.1	unplaced-scaffold	29907		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010000529.1	Chromosome		NW_024602417.1	unplaced-scaffold	559		
